#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:53:31       1      3      3      0      0      0      0      7      2 
 17:53:31       2      3      2      0      0      0      0      0      0 
 17:53:31       3      6      5      0      0      0      0      4     36 
 17:53:32       0     18     10      0      0      0      0    120     36 
 17:53:32       1      7      5      0      0      0      0      0      3 
 17:53:32       2      6      4      0      0      0      0      0      0 
 17:53:32       3      3      2      0      0      0      0      0     36 
 17:53:34       0     17     10      0      0      0      0     84     33 
 17:53:34       1      3      3      0      0      0      0      0      0 
 17:53:34       2      3      2      0      0      0      0     11      0 
 17:53:34       3      3      2      0      0      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:53:35       0     17     10      0      0      0      0    167     17 
 17:53:35       1      3      3      0      0      0      0      0      1 
 17:53:35       2      3      2      0      0      0      0      3      5 
 17:53:35       3      3      2      0      0      0      0      0      0 
 17:53:36       0     18     10      0      0      0      0    167     35 
 17:53:36       1      3      3      0      0      0      0      0      0 
 17:53:36       2      6      4      0      0      0      0      0      6 
 17:53:36       3      6      5      0      0      0      0      0      1 
 17:53:37       0     16     10      0      0      0      0     78     37 
 17:53:37       1      3      3      0      0      0      0      0      3 
 17:53:37       2      3      2      0      0      0      0      0      0 
 17:53:37       3      3      2      0      0      0      0      0     36 
 17:53:38       0     17     10      0      0      0      0     68     37 
 17:53:38       1      3      3      0      0      0      0      0      2 
 17:53:38       2      3      2      0      0      0      0      8      0 
 17:53:38       3      3      2      0      0      0      0      0      2 
 17:53:39       0     18     10      0      0      0      0     78     35 
 17:53:39       1      5      4      0      0      0      0      0      1 
 17:53:39       2      6      4      0      0      0      0     11      2 
 17:53:39       3      4      3      0      0      0      0      0      0 
 17:53:41       0     18     10      0      0      0      0     94     33 
 17:53:41       1      4      3      0      0      0      0      0      1 
 17:53:41       2      3      2      0      0      0      0     11      1 
 17:53:41       3      3      2      0      0      0      0      0      2 
 17:53:42       0     18     10      0      0      0      0    167     18 
 17:53:42       1      4      3      0      0      0      0      0      0 
 17:53:42       2      3      2      0      0      0      0      0      5 
 17:53:42       3      3      2      0      0      0      0      0      0 
 17:53:43       0     17     10      0      0      0      0    167     37 
 17:53:43       1      3      3      0      0      0      0      0      0 
 17:53:43       2      3      2      0      0      0      0      0      4 
 17:53:43       3      4      3      0      0      0      0      0      0 
 17:53:44       0     17     10      0      0      0      0    157     36 
 17:53:44       1      7      5      0      0      0      0      7      2 
 17:53:44       2      3      2      0      0      0      0      0      1 
 17:53:44       3      3      2      0      0      0      0     12     34 
 17:53:45       0     18     10      0      0      0      0     78     37 
 17:53:45       1      3      3      0      0      0      0      0      3 
 17:53:45       2      3      2      0      0      0      0      0      0 
 17:53:45       3      3      2      0      0      0      0      0     38 
 17:53:47       0     17     10      0      0      0      0     68     36 
 17:53:47       1      3      3      0      0      0      0      0      2 
 17:53:47       2      3      2      0      0      0      0      0      0 
 17:53:47       3      3      2      0      0      0      0      0      4 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 17:53:48       0     17     10      0      0      0      0     89     34 
 17:53:48       1      3      3      0      0      0      0      0      0 
 17:53:48       2      3      2      0      0      0      0     11      0 
 17:53:48       3      3      2      0      0      0      0      0      1 
 17:53:49       0     18     10      0      0      0      0    167     17 
 17:53:49       1      4      3      0      0      0      0      0      1 
 17:53:49       2      6      4      0      0      0      0      1      6 
 17:53:49       3      6      5      0      0      0      0      0      0 
 17:53:50       0     18     10      0      0      0      0    167     20 
 17:53:50       1      4      3      0      0      0      0      0      0 
 17:53:50       2      3      2      0      0      0      0      0      5 
 17:53:50       3      3      2      0      0      0      0      0      1 
 17:53:51       0     18     10      0      0      0      0    167     37 
 17:53:51       1      3      3      0      0      0      0      7      0 
 17:53:51       2      3      2      0      0      0      0      0      0 
 17:53:51       3      3      2      0      0      0      0     11      0 
 17:53:52       0      0      0      0      0      0      0      0      0 
 17:53:52       1      0      0      0      0      0      0      0      0 
 17:53:52       2      0      0      0      0      0      0      0      0 
 17:53:52       3      0      0      0      0      0      0      0      0 
 17:53:54       0      0      0      0      0      0      0      0      0 
 17:53:54       1      0      0      0      0      0      0      0      0 
 17:53:54       2      0      0      0      0      0      0      0      1 
 17:53:54       3      0      0      0      0      0      0      0      0 
