#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:34:44       0     20     12      0      0      0      0    198     42 
 14:34:44       1      6      5      0      0      0      0      6      0 
 14:34:44       2      3      2      0      0      0      0      0      1 
 14:34:44       3      3      2      0      0      0      0     10      0 
 14:34:45       0     19     11      0      0      0      0    188     42 
 14:34:45       1      6      5      0      0      0      0      6      1 
 14:34:45       2      6      4      0      0      0      0      0      6 
 14:34:45       3      3      2      0      0      0      0      0      0 
 14:34:46       0     19     12      0      0      0      0    188     41 
 14:34:46       1      3      2      0      0      0      0      0      0 
 14:34:46       2      3      2      0      0      0      0      0      4 
 14:34:46       3      5      5      0      0      0      0      0      0 
 14:34:48       0     21     12      0      0      0      0    188     26 
 14:34:48       1      6      5      0      0      0      0      0      0 
 14:34:48       2      3      2      0      0      0      0     11      2 
 14:34:48       3      3      2      0      0      0      0      0      1 
 14:34:49       0     19     11      0      0      0      0    188     22 
 14:34:49       1      6      5      0      0      0      0      0      0 
 14:34:49       2      6      4      0      0      0      0     11      0 
 14:34:49       3      3      2      0      0      0      0      0      0 
 14:34:50       0     20     12      0      0      0      0    188     20 
 14:34:50       1      3      2      0      0      0      0      0      1 
 14:34:50       2      3      2      0      0      0      0     11      1 
 14:34:50       3      5      5      0      0      0      0      0     36 
 14:34:51       0     20     12      0      0      0      0     99     41 
 14:34:51       1      6      5      0      0      0      0      0      3 
 14:34:51       2      3      2      0      0      0      0      0      0 
 14:34:51       3      3      2      0      0      0      0      0     36 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:34:52       0     19     11      0      0      0      0     78     44 
 14:34:52       1      6      5      0      0      0      0      0      2 
 14:34:52       2      6      4      0      0      0      0      0      0 
 14:34:52       3      3      2      0      0      0      0     11      0 
 14:34:53       0     20     12      0      0      0      0    161     41 
 14:34:53       1      3      2      0      0      0      0      7      2 
 14:34:53       2      3      2      0      0      0      0      0      1 
 14:34:53       3      5      5      0      0      0      0     10      0 
 14:34:55       0     20     12      0      0      0      0    187     41 
 14:34:55       1      6      5      0      0      0      0      6      1 
 14:34:55       2      3      2      0      0      0      0      0      6 
 14:34:55       3      3      2      0      0      0      0      0      1 
 14:34:56       0     19     12      0      0      0      0    198     37 
 14:34:56       1      6      5      0      0      0      0      0      0 
 14:34:56       2      6      4      0      0      0      0      0      4 
 14:34:56       3      3      2      0      0      0      0      0      0 
 14:34:57       0     19     11      0      0      0      0    198     20 
 14:34:57       1      3      2      0      0      0      0      0      0 
 14:34:57       2      3      2      0      0      0      0     11      0 
 14:34:57       3      5      5      0      0      0      0      0      0 
 14:34:58       0     20     12      0      0      0      0    177     22 
 14:34:58       1      6      5      0      0      0      0      0      0 
 14:34:58       2      3      2      0      0      0      0     11      0 
 14:34:58       3      4      3      0      0      0      0      0     36 
 14:34:59       0     21     12      0      0      0      0     88     42 
 14:34:59       1      6      5      0      0      0      0      0      4 
 14:34:59       2      6      4      0      0      0      0      0      1 
 14:34:59       3      3      2      0      0      0      0      0     36 
 14:35:01       0     19     11      0      0      0      0     99     42 
 14:35:01       1      3      2      0      0      0      0      0      3 
 14:35:01       2      6      4      0      0      0      0      0      0 
 14:35:01       3      3      2      0      0      0      0     10      2 
 14:35:02       0     21     12      0      0      0      0     88     43 
 14:35:02       1      6      5      0      0      0      0      0      3 
 14:35:02       2      3      2      0      0      0      0      0      0 
 14:35:02       3      5      5      0      0      0      0     10      0 
 14:35:03       0     19     12      0      0      0      0    172     41 
 14:35:03       1      6      5      0      0      0      0      7      0 
 14:35:03       2      6      4      0      0      0      0      0      0 
 14:35:03       3      3      2      0      0      0      0     10      0 
 14:35:04       0     18     11      0      0      0      0    198     43 
 14:35:04       1      3      2      0      0      0      0      7      2 
 14:35:04       2      6      4      0      0      0      0      0      6 
 14:35:04       3      5      5      0      0      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:35:05       0     20     12      0      0      0      0    188     25 
 14:35:05       1      3      2      0      0      0      0      0      1 
 14:35:05       2      3      2      0      0      0      0     11      0 
 14:35:05       3      4      4      0      0      0      0      0      1 
 14:35:06       0     20     12      0      0      0      0    109     40 
 14:35:06       1      3      2      0      0      0      0      0      3 
 14:35:06       2      3      2      0      0      0      0      0      0 
 14:35:06       3      5      5      0      0      0      0      0     36 
 14:35:08       0     19     12      0      0      0      0    141     42 
 14:35:08       1      6      5      0      0      0      0      0      2 
 14:35:08       2      3      2      0      0      0      0      0      0 
 14:35:08       3      3      2      0      0      0      0     10      0 
 14:35:09       0     19     11      0      0      0      0    198     41 
 14:35:09       1      3      2      0      0      0      0      6      1 
 14:35:09       2      6      4      0      0      0      0      0      6 
 14:35:09       3      3      2      0      0      0      0      0      0 
 14:35:10       0     18     11      0      0      0      0    187     25 
 14:35:10       1      3      2      0      0      0      0      0      0 
 14:35:10       2      3      2      0      0      0      0     11      2 
 14:35:10       3      5      5      0      0      0      0      0      1 
 14:35:11       0     20     12      0      0      0      0    198     21 
 14:35:11       1      3      2      0      0      0      0      0      0 
 14:35:11       2      3      2      0      0      0      0     11      0 
 14:35:11       3      5      5      0      0      0      0      0      4 
 14:35:12       0     20     12      0      0      0      0     99     41 
 14:35:12       1      6      5      0      0      0      0      0      3 
 14:35:12       2      3      2      0      0      0      0      0      0 
 14:35:12       3      5      5      0      0      0      0      0      0 
 14:35:13       0      0      0      0      0      0      0      0      0 
 14:35:13       1      0      0      0      0      0      0      0      0 
 14:35:13       2      0      0      0      0      0      0      0      0 
 14:35:13       3      0      0      0      0      0      0      0      0 
 14:35:15       0      0      0      0      0      0      0      0      0 
 14:35:15       1      0      0      0      0      0      0      0      0 
 14:35:15       2      0      0      0      0      0      0      0      0 
 14:35:15       3      0      0      0      0      0      0      0      0 
