#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:25:49       3      3      2      0      0      0      0      7      2 
 14:25:50       0     21     13      0      0      0      0    206     45 
 14:25:50       1      3      2      0      0      0      0     10      2 
 14:25:50       2      6      4      0      0      0      0      0      9 
 14:25:50       3      3      2      0      0      0      0     10      9 
 14:25:51       0     21     13      0      0      0      0    115     50 
 14:25:51       1      3      2      0      0      0      0      0     11 
 14:25:51       2      6      4      0      0      0      0      0     10 
 14:25:51       3      3      2      0      0      0      0      2     45 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:25:52       0     20     12      0      0      0      0    208     20 
 14:25:52       1      3      2      0      0      0      0      0      0 
 14:25:52       2      3      2      0      0      0      0     10      0 
 14:25:52       3      3      2      0      0      0      0      0     36 
 14:25:54       0     21     12      0      0      0      0    198     23 
 14:25:54       1      3      2      0      0      0      0      0      2 
 14:25:54       2      6      4      0      0      0      0     11      0 
 14:25:54       3      3      2      0      0      0      0      0      0 
 14:25:55       0     21     12      0      0      0      0    142     41 
 14:25:55       1      3      2      0      0      0      0     32      2 
 14:25:55       2      6      4      0      0      0      0     31     30 
 14:25:55       3      3      2      0      0      0      0     11      0 
 14:25:56       0     19     11      0      0      0      0     88     41 
 14:25:56       1      6      5      0      0      0      0      0      3 
 14:25:56       2      3      2      0      0      0      0      0      1 
 14:25:56       3      5      4      0      0      0      0      0     37 
 14:25:57       0     19     11      0      0      0      0    167     41 
 14:25:57       1      6      5      0      0      0      0      6      1 
 14:25:57       2      3      2      0      0      0      0      0      3 
 14:25:57       3      6      4      0      0      0      0      6      0 
 14:25:58       0     19     12      0      0      0      0    109     42 
 14:25:58       1      3      2      0      0      0      0      0      3 
 14:25:58       2      6      4      0      0      0      0      0      0 
 14:25:58       3      3      2      0      0      0      0      0     36 
 14:26:00       0     19     12      0      0      0      0    198     24 
 14:26:00       1      3      2      0      0      0      0      0      1 
 14:26:00       2      3      2      0      0      0      0     11      0 
 14:26:00       3      3      2      0      0      0      0      0      0 
 14:26:01       0     20     12      0      0      0      0    120     41 
 14:26:01       1      6      5      0      0      0      0      0      3 
 14:26:01       2      3      2      0      0      0      0      0      2 
 14:26:01       3      5      4      0      0      0      0     10      2 
 14:26:02       0     19     12      0      0      0      0    198     22 
 14:26:02       1      3      2      0      0      0      0      0      0 
 14:26:02       2      6      4      0      0      0      0      5      2 
 14:26:02       3      3      2      0      0      0      0      0      0 
 14:26:03       0     19     12      0      0      0      0    104     34 
 14:26:03       1      6      5      0      0      0      0      0      3 
 14:26:03       2      3      2      0      0      0      0      8      0 
 14:26:03       3      3      2      0      0      0      0      0     35 
 14:26:04       0     19     12      0      0      0      0     78     41 
 14:26:04       1      6      5      0      0      0      0      0      3 
 14:26:04       2      3      2      0      0      0      0      0      0 
 14:26:04       3      5      5      0      0      0      0     11     33 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:26:05       0     19     12      0      0      0      0    188     41 
 14:26:05       1      3      2      0      0      0      0      6      0 
 14:26:05       2      6      4      0      0      0      0      0      7 
 14:26:05       3      3      2      0      0      0      0      0      1 
 14:26:07       0     20     12      0      0      0      0    198     21 
 14:26:07       1      3      2      0      0      0      0      0      0 
 14:26:07       2      6      4      0      0      0      0     11      0 
 14:26:07       3      4      4      0      0      0      0      0     36 
 14:26:08       0     21     12      0      0      0      0     89     39 
 14:26:08       1      3      2      0      0      0      0      3      4 
 14:26:08       2      6      4      0      0      0      0      0      0 
 14:26:08       3      3      2      0      0      0      0      0     36 
 14:26:09       0     18     11      0      0      0      0    188     21 
 14:26:09       1      3      2      0      0      0      0      0      0 
 14:26:09       2      3      2      0      0      0      0      4      3 
 14:26:09       3      3      2      0      0      0      0      0      0 
 14:26:10       0     18     11      0      0      0      0    120     41 
 14:26:10       1      3      2      0      0      0      0      0      3 
 14:26:10       2      3      2      0      0      0      0      0      1 
 14:26:10       3      5      4      0      0      0      0     10      0 
 14:26:11       0     19     12      0      0      0      0     78     42 
 14:26:11       1      6      4      0      0      0      0      0      3 
 14:26:11       2      3      2      0      0      0      0      0      0 
 14:26:11       3      4      4      0      0      0      0      0     36 
 14:26:12       0     19     12      0      0      0      0     89     41 
 14:26:12       1      3      2      0      0      0      0      0      4 
 14:26:12       2      3      2      0      0      0      0      0      0 
 14:26:12       3      3      2      0      0      0      0      0     36 
 14:26:14       0     20     12      0      0      0      0     78     41 
 14:26:14       1      3      2      0      0      0      0      0      3 
 14:26:14       2      6      4      0      0      0      0      0      0 
 14:26:14       3      3      2      0      0      0      0      1     35 
 14:26:15       0     19     12      0      0      0      0    130     42 
 14:26:15       1      6      5      0      0      0      0      0      3 
 14:26:15       2      3      2      0      0      0      0      0      0 
 14:26:15       3      5      5      0      0      0      0     10      0 
 14:26:16       0     20     12      0      0      0      0    188     42 
 14:26:16       1      3      2      0      0      0      0      7      0 
 14:26:16       2      5      4      0      0      0      0      0      1 
 14:26:16       3      3      2      0      0      0      0     10      0 
 14:26:17       0      0      0      0      0      0      0      0      0 
 14:26:17       1      0      0      0      0      0      0      0      1 
 14:26:17       2      0      0      0      0      0      0      0      0 
 14:26:17       3      0      0      0      0      0      0      0      0 
#Time         gpu     sm    mem    enc    dec    jpg    ofa  rxpci  txpci 
#HH:MM:SS     Idx      %      %      %      %      %      %   MB/s   MB/s 
 14:26:18       0      0      0      0      0      0      0      0      0 
 14:26:18       1      0      0      0      0      0      0      0      0 
 14:26:18       2      0      0      0      0      0      0      0      1 
 14:26:18       3      0      0      0      0      0      0      0      1 
